symbol,announcement_ts_utc,effective_ts_utc,announcement_title,announcement_code,announcement_url,announcement_catalog_id,announcement_catalog_name,announcement_parse_status,announcement_body_excerpt,effective_day
MELANIAUSDT,2025-01-20 06:55:13 UTC,,Binance Futures Will Launch USDS-Margined MELANIAUSDT Perpetual Contract With up to 25x Leverage,4587fb07ff3d42af85f5ccfa94c2e97c,https://www.binance.com/en/support/announcement/4587fb07ff3d42af85f5ccfa94c2e97c,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined MELANIAUSDT Perpetual Contract With up to 25x Leverage,
TRUMPUSDT,2025-01-18 10:43:11 UTC,,Binance Futures Will Launch USDS-Margined TRUMPUSDT Perpetual Contract With up to 25x Leverage,82ac4437417c4876895c7262a4245bf0,https://www.binance.com/en/support/announcement/82ac4437417c4876895c7262a4245bf0,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined TRUMPUSDT Perpetual Contract With up to 25x Leverage,
ARCUSDT,2025-01-17 10:07:03 UTC,,Binance Futures Will Launch USDS-Margined ARCUSDT and AVAAIUSDT Perpetual Contracts With up to 25x Leverage,8a43963ad2a748179893ed0b43e194ff,https://www.binance.com/en/support/announcement/8a43963ad2a748179893ed0b43e194ff,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined ARCUSDT and AVAAIUSDT Perpetual Contracts With up to 25x Leverage,
AVAAIUSDT,2025-01-17 10:07:03 UTC,,Binance Futures Will Launch USDS-Margined ARCUSDT and AVAAIUSDT Perpetual Contracts With up to 25x Leverage,8a43963ad2a748179893ed0b43e194ff,https://www.binance.com/en/support/announcement/8a43963ad2a748179893ed0b43e194ff,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined ARCUSDT and AVAAIUSDT Perpetual Contracts With up to 25x Leverage,
PROMUSDT,2025-01-15 10:30:09 UTC,,Binance Futures Will Launch USDS-Margined PROMUSDT Perpetual Contract With up to 75x Leverage,cdaaf231d42d4946a755b31a85019526,https://www.binance.com/en/support/announcement/cdaaf231d42d4946a755b31a85019526,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined PROMUSDT Perpetual Contract With up to 75x Leverage,
COOKIEUSDT,2025-01-07 08:58:00 UTC,,"Binance Futures Will Launch USDS-Margined COOKIEUSDT, ALCHUSDT, and SWARMSUSDT Perpetual Contracts With up to 75x Leverage",681bdbc5f5aa4f24bad0f4cd931c0670,https://www.binance.com/en/support/announcement/681bdbc5f5aa4f24bad0f4cd931c0670,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined COOKIEUSDT, ALCHUSDT, and SWARMSUSDT Perpetual Contracts With up to 75x Leverage",
ALCHUSDT,2025-01-07 08:58:00 UTC,,"Binance Futures Will Launch USDS-Margined COOKIEUSDT, ALCHUSDT, and SWARMSUSDT Perpetual Contracts With up to 75x Leverage",681bdbc5f5aa4f24bad0f4cd931c0670,https://www.binance.com/en/support/announcement/681bdbc5f5aa4f24bad0f4cd931c0670,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined COOKIEUSDT, ALCHUSDT, and SWARMSUSDT Perpetual Contracts With up to 75x Leverage",
SWARMSUSDT,2025-01-07 08:58:00 UTC,,"Binance Futures Will Launch USDS-Margined COOKIEUSDT, ALCHUSDT, and SWARMSUSDT Perpetual Contracts With up to 75x Leverage",681bdbc5f5aa4f24bad0f4cd931c0670,https://www.binance.com/en/support/announcement/681bdbc5f5aa4f24bad0f4cd931c0670,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined COOKIEUSDT, ALCHUSDT, and SWARMSUSDT Perpetual Contracts With up to 75x Leverage",
GRIFFAINUSDT,2025-01-02 10:50:37 UTC,,"Binance Futures Will Launch USDS-Margined GRIFFAINUSDT, AI16ZUSDT and ZEREBROUSDT Perpetual Contracts With up to 75x Leverage",2e58ae9924344fbf878fcd559bfdec81,https://www.binance.com/en/support/announcement/2e58ae9924344fbf878fcd559bfdec81,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined GRIFFAINUSDT, AI16ZUSDT and ZEREBROUSDT Perpetual Contracts With up to 75x Leverage",
AI16ZUSDT,2025-01-02 10:50:37 UTC,,"Binance Futures Will Launch USDS-Margined GRIFFAINUSDT, AI16ZUSDT and ZEREBROUSDT Perpetual Contracts With up to 75x Leverage",2e58ae9924344fbf878fcd559bfdec81,https://www.binance.com/en/support/announcement/2e58ae9924344fbf878fcd559bfdec81,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined GRIFFAINUSDT, AI16ZUSDT and ZEREBROUSDT Perpetual Contracts With up to 75x Leverage",
ZEREBROUSDT,2025-01-02 10:50:37 UTC,,"Binance Futures Will Launch USDS-Margined GRIFFAINUSDT, AI16ZUSDT and ZEREBROUSDT Perpetual Contracts With up to 75x Leverage",2e58ae9924344fbf878fcd559bfdec81,https://www.binance.com/en/support/announcement/2e58ae9924344fbf878fcd559bfdec81,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined GRIFFAINUSDT, AI16ZUSDT and ZEREBROUSDT Perpetual Contracts With up to 75x Leverage",
SONICUSDT,2025-01-08 04:54:28 UTC,,Binance Futures Will Launch USDS-Margined SONICUSDT Perpetual Contract With up to 75x Leverage,6bc1e2d898e7449da0f94fb63b7ff952,https://www.binance.com/en/support/announcement/6bc1e2d898e7449da0f94fb63b7ff952,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined SONICUSDT Perpetual Contract With up to 75x Leverage,
PHAUSDT,2024-12-30 09:15:06 UTC,,Binance Futures Will Launch USDS-Margined PHAUSDT and DFUSDT Perpetual Contracts With up to 75x Leverage,17af86f7c0c645be8e37b5546279eca2,https://www.binance.com/en/support/announcement/17af86f7c0c645be8e37b5546279eca2,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined PHAUSDT and DFUSDT Perpetual Contracts With up to 75x Leverage,
DFUSDT,2024-12-30 09:15:06 UTC,,Binance Futures Will Launch USDS-Margined PHAUSDT and DFUSDT Perpetual Contracts With up to 75x Leverage,17af86f7c0c645be8e37b5546279eca2,https://www.binance.com/en/support/announcement/17af86f7c0c645be8e37b5546279eca2,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined PHAUSDT and DFUSDT Perpetual Contracts With up to 75x Leverage,
DEXEUSDT,2024-12-24 09:15:05 UTC,,Binance Futures Will Launch USDS-Margined DEXEUSDT Perpetual Contract With up to 75x Leverage,a9c8bddb0f544726b4401718ee116ba7,https://www.binance.com/en/support/announcement/a9c8bddb0f544726b4401718ee116ba7,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined DEXEUSDT Perpetual Contract With up to 75x Leverage,
HIVEUSDT,2024-12-23 09:15:18 UTC,,Binance Futures Will Launch USDS-Margined HIVEUSDT Perpetual Contract With up to 75x Leverage,3711e9a08327401780ef31aea01ead1b,https://www.binance.com/en/support/announcement/3711e9a08327401780ef31aea01ead1b,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined HIVEUSDT Perpetual Contract With up to 75x Leverage,
AIXBTUSDT,2024-12-20 16:04:10 UTC,,"Binance Futures Will Launch USDS-Margined AIXBTUSDT, FARTCOINUSDT, KMNOUSDT and CGPTUSDT Perpetual Contracts With up to 75x Leverage",804bea6cf51a4edc9079962ff77bb3b1,https://www.binance.com/en/support/announcement/804bea6cf51a4edc9079962ff77bb3b1,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined AIXBTUSDT, FARTCOINUSDT, KMNOUSDT and CGPTUSDT Perpetual Contracts With up to 75x Leverage",
FARTCOINUSDT,2024-12-20 16:04:10 UTC,,"Binance Futures Will Launch USDS-Margined AIXBTUSDT, FARTCOINUSDT, KMNOUSDT and CGPTUSDT Perpetual Contracts With up to 75x Leverage",804bea6cf51a4edc9079962ff77bb3b1,https://www.binance.com/en/support/announcement/804bea6cf51a4edc9079962ff77bb3b1,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined AIXBTUSDT, FARTCOINUSDT, KMNOUSDT and CGPTUSDT Perpetual Contracts With up to 75x Leverage",
KMNOUSDT,2024-12-20 16:04:10 UTC,,"Binance Futures Will Launch USDS-Margined AIXBTUSDT, FARTCOINUSDT, KMNOUSDT and CGPTUSDT Perpetual Contracts With up to 75x Leverage",804bea6cf51a4edc9079962ff77bb3b1,https://www.binance.com/en/support/announcement/804bea6cf51a4edc9079962ff77bb3b1,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined AIXBTUSDT, FARTCOINUSDT, KMNOUSDT and CGPTUSDT Perpetual Contracts With up to 75x Leverage",
CGPTUSDT,2024-12-20 16:04:10 UTC,,"Binance Futures Will Launch USDS-Margined AIXBTUSDT, FARTCOINUSDT, KMNOUSDT and CGPTUSDT Perpetual Contracts With up to 75x Leverage",804bea6cf51a4edc9079962ff77bb3b1,https://www.binance.com/en/support/announcement/804bea6cf51a4edc9079962ff77bb3b1,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined AIXBTUSDT, FARTCOINUSDT, KMNOUSDT and CGPTUSDT Perpetual Contracts With up to 75x Leverage",
LUMIAUSDT,2024-12-18 09:29:09 UTC,,Binance Futures Will Launch USDS-Margined LUMIAUSDT Perpetual Contract With up to 75x Leverage,c6420ba80fe54282970e1d69cafa56a4,https://www.binance.com/en/support/announcement/c6420ba80fe54282970e1d69cafa56a4,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined LUMIAUSDT Perpetual Contract With up to 75x Leverage,
MOCAUSDT,2024-12-16 09:19:43 UTC,,Binance Futures Will Launch USDS-Margined MOCAUSDT Perpetual Contract With up to 75x Leverage,ac2a521d90164583bffd0a1be79e4d1f,https://www.binance.com/en/support/announcement/ac2a521d90164583bffd0a1be79e4d1f,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined MOCAUSDT Perpetual Contract With up to 75x Leverage,
AVAUSDT,2024-12-13 10:39:40 UTC,,Binance Futures Will Launch USDS-Margined AVAUSDT and DEGOUSDT Perpetual Contracts With up to 75x Leverage,a0f34963d1024f0b898eedc18f45d416,https://www.binance.com/en/support/announcement/a0f34963d1024f0b898eedc18f45d416,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined AVAUSDT and DEGOUSDT Perpetual Contracts With up to 75x Leverage,
DEGOUSDT,2024-12-13 10:39:40 UTC,,Binance Futures Will Launch USDS-Margined AVAUSDT and DEGOUSDT Perpetual Contracts With up to 75x Leverage,a0f34963d1024f0b898eedc18f45d416,https://www.binance.com/en/support/announcement/a0f34963d1024f0b898eedc18f45d416,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined AVAUSDT and DEGOUSDT Perpetual Contracts With up to 75x Leverage,
RAYSOLUSDT,2024-12-10 09:19:40 UTC,,"Binance Futures Will Launch USDS-Margined RAYSOLUSDT, KOMAUSDT, VIRTUALUSDT, and SPXUSDT Perpetual Contracts With up to 75x Leverage",43f5771df16344a8b5ce26f67d21fc0d,https://www.binance.com/en/support/announcement/43f5771df16344a8b5ce26f67d21fc0d,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined RAYSOLUSDT, KOMAUSDT, VIRTUALUSDT, and SPXUSDT Perpetual Contracts With up to 75x Leverage",
KOMAUSDT,2024-12-10 09:19:40 UTC,,"Binance Futures Will Launch USDS-Margined RAYSOLUSDT, KOMAUSDT, VIRTUALUSDT, and SPXUSDT Perpetual Contracts With up to 75x Leverage",43f5771df16344a8b5ce26f67d21fc0d,https://www.binance.com/en/support/announcement/43f5771df16344a8b5ce26f67d21fc0d,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined RAYSOLUSDT, KOMAUSDT, VIRTUALUSDT, and SPXUSDT Perpetual Contracts With up to 75x Leverage",
VIRTUALUSDT,2024-12-10 09:19:40 UTC,,"Binance Futures Will Launch USDS-Margined RAYSOLUSDT, KOMAUSDT, VIRTUALUSDT, and SPXUSDT Perpetual Contracts With up to 75x Leverage",43f5771df16344a8b5ce26f67d21fc0d,https://www.binance.com/en/support/announcement/43f5771df16344a8b5ce26f67d21fc0d,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined RAYSOLUSDT, KOMAUSDT, VIRTUALUSDT, and SPXUSDT Perpetual Contracts With up to 75x Leverage",
SPXUSDT,2024-12-10 09:19:40 UTC,,"Binance Futures Will Launch USDS-Margined RAYSOLUSDT, KOMAUSDT, VIRTUALUSDT, and SPXUSDT Perpetual Contracts With up to 75x Leverage",43f5771df16344a8b5ce26f67d21fc0d,https://www.binance.com/en/support/announcement/43f5771df16344a8b5ce26f67d21fc0d,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined RAYSOLUSDT, KOMAUSDT, VIRTUALUSDT, and SPXUSDT Perpetual Contracts With up to 75x Leverage",
MORPHOUSDT,2024-11-27 12:31:41 UTC,,Binance Futures Will Launch USDS-Margined MORPHOUSDT and CHILLGUYUSDT Perpetual Contracts With up to 75x Leverage,7700345477ea4c0fb89b1ddce0d28979,https://www.binance.com/en/support/announcement/7700345477ea4c0fb89b1ddce0d28979,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined MORPHOUSDT and CHILLGUYUSDT Perpetual Contracts With up to 75x Leverage,
CHILLGUYUSDT,2024-11-27 12:31:41 UTC,,Binance Futures Will Launch USDS-Margined MORPHOUSDT and CHILLGUYUSDT Perpetual Contracts With up to 75x Leverage,7700345477ea4c0fb89b1ddce0d28979,https://www.binance.com/en/support/announcement/7700345477ea4c0fb89b1ddce0d28979,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined MORPHOUSDT and CHILLGUYUSDT Perpetual Contracts With up to 75x Leverage,
1000WHYUSDT,2024-11-25 09:35:02 UTC,,Binance Futures Will Launch USDS-Margined 1000WHYUSDT and 1000CHEEMSUSDT Perpetual Contracts With up to 75x Leverage,3dd2c1e3f5f040ac9f7a94c6597ef842,https://www.binance.com/en/support/announcement/3dd2c1e3f5f040ac9f7a94c6597ef842,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined 1000WHYUSDT and 1000CHEEMSUSDT Perpetual Contracts With up to 75x Leverage,
1000CHEEMSUSDT,2024-11-25 09:35:02 UTC,,Binance Futures Will Launch USDS-Margined 1000WHYUSDT and 1000CHEEMSUSDT Perpetual Contracts With up to 75x Leverage,3dd2c1e3f5f040ac9f7a94c6597ef842,https://www.binance.com/en/support/announcement/3dd2c1e3f5f040ac9f7a94c6597ef842,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined 1000WHYUSDT and 1000CHEEMSUSDT Perpetual Contracts With up to 75x Leverage,
SLERFUSDT,2024-11-21 09:30:02 UTC,,Binance Futures Will Launch USDS-Margined SLERFUSDT and SCRTUSDT Perpetual Contracts With up to 75x Leverage,c214b24b9f004196aa12fb1e6736572b,https://www.binance.com/en/support/announcement/c214b24b9f004196aa12fb1e6736572b,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined SLERFUSDT and SCRTUSDT Perpetual Contracts With up to 75x Leverage,
SCRTUSDT,2024-11-21 09:30:02 UTC,,Binance Futures Will Launch USDS-Margined SLERFUSDT and SCRTUSDT Perpetual Contracts With up to 75x Leverage,c214b24b9f004196aa12fb1e6736572b,https://www.binance.com/en/support/announcement/c214b24b9f004196aa12fb1e6736572b,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined SLERFUSDT and SCRTUSDT Perpetual Contracts With up to 75x Leverage,
KAIAUSDT,2024-12-04 12:03:43 UTC,,Binance Futures Will Launch USDS-Margined KAIAUSDT and AEROUSDT Perpetual Contracts With up to 75x Leverage,beac1e0a0edf4fe69d5e5c45f9d60343,https://www.binance.com/en/support/announcement/beac1e0a0edf4fe69d5e5c45f9d60343,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined KAIAUSDT and AEROUSDT Perpetual Contracts With up to 75x Leverage,
AEROUSDT,2024-12-04 12:03:43 UTC,,Binance Futures Will Launch USDS-Margined KAIAUSDT and AEROUSDT Perpetual Contracts With up to 75x Leverage,beac1e0a0edf4fe69d5e5c45f9d60343,https://www.binance.com/en/support/announcement/beac1e0a0edf4fe69d5e5c45f9d60343,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined KAIAUSDT and AEROUSDT Perpetual Contracts With up to 75x Leverage,
BANUSDT,2024-11-18 09:30:12 UTC,,Binance Futures Will Launch USDS-Margined BANUSDT and AKTUSDT Perpetual Contracts With up to 75x Leverage,f6577bdd30d542e0af4f76a14dfeb241,https://www.binance.com/en/support/announcement/f6577bdd30d542e0af4f76a14dfeb241,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined BANUSDT and AKTUSDT Perpetual Contracts With up to 75x Leverage,
AKTUSDT,2024-11-18 09:30:12 UTC,,Binance Futures Will Launch USDS-Margined BANUSDT and AKTUSDT Perpetual Contracts With up to 75x Leverage,f6577bdd30d542e0af4f76a14dfeb241,https://www.binance.com/en/support/announcement/f6577bdd30d542e0af4f76a14dfeb241,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined BANUSDT and AKTUSDT Perpetual Contracts With up to 75x Leverage,
DEGENUSDT,2024-11-15 09:30:13 UTC,,Binance Futures Will Launch USDS-Margined DEGENUSDT Perpetual Contract With up to 75x Leverage,e25f171ca86342e9b7c160cc1697a090,https://www.binance.com/en/support/announcement/e25f171ca86342e9b7c160cc1697a090,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined DEGENUSDT Perpetual Contract With up to 75x Leverage,
HIPPOUSDT,2024-11-13 10:30:00 UTC,,Binance Futures Will Launch USDS-Margined HIPPOUSDT and 1000XUSDT Perpetual Contract With up to 75x Leverage,220339ba12bd451c8362ad8501ea87e9,https://www.binance.com/en/support/announcement/220339ba12bd451c8362ad8501ea87e9,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined HIPPOUSDT and 1000XUSDT Perpetual Contract With up to 75x Leverage,
1000XUSDT,2024-11-13 10:30:00 UTC,,Binance Futures Will Launch USDS-Margined HIPPOUSDT and 1000XUSDT Perpetual Contract With up to 75x Leverage,220339ba12bd451c8362ad8501ea87e9,https://www.binance.com/en/support/announcement/220339ba12bd451c8362ad8501ea87e9,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined HIPPOUSDT and 1000XUSDT Perpetual Contract With up to 75x Leverage,
GRASSUSDT,2024-11-08 14:03:02 UTC,,"Binance Futures Will Launch USDS-Margined GRASSUSDT, DRIFTUSDT, and SWELLUSDT Perpetual Contracts With up to 75x Leverage",8f3b03e494c94360b9985edc5402fbac,https://www.binance.com/en/support/announcement/8f3b03e494c94360b9985edc5402fbac,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined GRASSUSDT, DRIFTUSDT, and SWELLUSDT Perpetual Contracts With up to 75x Leverage",
DRIFTUSDT,2024-11-08 14:03:02 UTC,,"Binance Futures Will Launch USDS-Margined GRASSUSDT, DRIFTUSDT, and SWELLUSDT Perpetual Contracts With up to 75x Leverage",8f3b03e494c94360b9985edc5402fbac,https://www.binance.com/en/support/announcement/8f3b03e494c94360b9985edc5402fbac,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined GRASSUSDT, DRIFTUSDT, and SWELLUSDT Perpetual Contracts With up to 75x Leverage",
SWELLUSDT,2024-11-08 14:03:02 UTC,,"Binance Futures Will Launch USDS-Margined GRASSUSDT, DRIFTUSDT, and SWELLUSDT Perpetual Contracts With up to 75x Leverage",8f3b03e494c94360b9985edc5402fbac,https://www.binance.com/en/support/announcement/8f3b03e494c94360b9985edc5402fbac,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,"Binance Futures Will Launch USDS-Margined GRASSUSDT, DRIFTUSDT, and SWELLUSDT Perpetual Contracts With up to 75x Leverage",
1000000MOGUSDT,2024-11-07 10:28:53 UTC,,Binance Futures Will Launch USDS-Margined 1000000MOGUSDT Perpetual Contract With up to 75x Leverage,209355888f0042f788899dd1a04a0052,https://www.binance.com/en/support/announcement/209355888f0042f788899dd1a04a0052,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined 1000000MOGUSDT Perpetual Contract With up to 75x Leverage,
TROYUSDT,2024-10-31 11:00:03 UTC,,Binance Futures Will Launch USDS-Margined TROYUSDT Perpetual Contract With up to 75x Leverage,bab086aed6a2414a8de85e45b6f54714,https://www.binance.com/en/support/announcement/bab086aed6a2414a8de85e45b6f54714,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined TROYUSDT Perpetual Contract With up to 75x Leverage,
PONKEUSDT,2024-11-04 10:30:23 UTC,,Binance Futures Will Launch USDS-Margined PONKEUSDT Perpetual Contract With up to 75x Leverage,a55d38732b34452ab9f78ac8832af59c,https://www.binance.com/en/support/announcement/a55d38732b34452ab9f78ac8832af59c,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined PONKEUSDT Perpetual Contract With up to 75x Leverage,
SANTOSUSDT,2024-10-28 12:00:00 UTC,,Binance Futures Will Launch USDS-Margined SANTOSUSDT Perpetual Contract With up to 75x Leverage,dbd05b4f89ae4974912d790eba516b4c,https://www.binance.com/en/support/announcement/dbd05b4f89ae4974912d790eba516b4c,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined SANTOSUSDT Perpetual Contract With up to 75x Leverage,
SAFEUSDT,2024-10-25 10:30:00 UTC,,Binance Futures Will Launch USDS-Margined SAFEUSDT Perpetual Contract With up to 75x Leverage,7b091f5c38324434a9bdd252e4788442,https://www.binance.com/en/support/announcement/7b091f5c38324434a9bdd252e4788442,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined SAFEUSDT Perpetual Contract With up to 75x Leverage,
MOODENGUSDT,2024-10-25 08:00:31 UTC,,Binance Futures Will Launch USDS-Margined MOODENGUSDT Perpetual Contract With up to 75x Leverage,5e93f7cd3f9a47e194085f969ac57b85,https://www.binance.com/en/support/announcement/5e93f7cd3f9a47e194085f969ac57b85,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined MOODENGUSDT Perpetual Contract With up to 75x Leverage,
1000CATUSDT,2024-10-21 10:30:38 UTC,,Binance Futures Will Launch USDS-Margined 1000CATUSDT Perpetual Contract With up to 75x Leverage,ed43b9b4d8f8471087b6d200bffcb4ff,https://www.binance.com/en/support/announcement/ed43b9b4d8f8471087b6d200bffcb4ff,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined 1000CATUSDT Perpetual Contract With up to 75x Leverage,
DIAUSDT,2024-10-02 10:32:24 UTC,,Binance Futures Will Launch USDS-Margined DIAUSDT Perpetual Contract With up to 75x Leverage,b2552cf226ed409990663ea2a8fc089f,https://www.binance.com/en/support/announcement/b2552cf226ed409990663ea2a8fc089f,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined DIAUSDT Perpetual Contract With up to 75x Leverage,
COSUSDT,2024-09-30 10:40:57 UTC,,Binance Futures Will Launch USDS-Margined COSUSDT Perpetual Contract With up to 75x Leverage,525dd04788a54d1eb762330ab7808b82,https://www.binance.com/en/support/announcement/525dd04788a54d1eb762330ab7808b82,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined COSUSDT Perpetual Contract With up to 75x Leverage,
GOATUSDT,2024-10-24 11:34:32 UTC,,Binance Futures Will Launch USDS-Margined GOATUSDT Perpetual Contract With up to 75x Leverage,ff1a4c64f1aa4fef870adc7ef802d700,https://www.binance.com/en/support/announcement/ff1a4c64f1aa4fef870adc7ef802d700,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined GOATUSDT Perpetual Contract With up to 75x Leverage,
REIUSDT,2024-09-27 09:00:03 UTC,,Binance Futures Will Launch USDS-Margined REIUSDT Perpetual Contract With up to 75x Leverage,a066420d0be84b5c9318e6603c33974e,https://www.binance.com/en/support/announcement/a066420d0be84b5c9318e6603c33974e,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined REIUSDT Perpetual Contract With up to 75x Leverage,
LOKAUSDT,2024-09-24 09:30:11 UTC,,Binance Futures Will Launch USDS-Margined LOKAUSDT Perpetual Contract With up to 75x Leverage,c89673cbbb594b24b4b00e482c65b694,https://www.binance.com/en/support/announcement/c89673cbbb594b24b4b00e482c65b694,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined LOKAUSDT Perpetual Contract With up to 75x Leverage,
GHSTUSDT,2024-09-23 11:00:06 UTC,,Binance Futures Will Launch USDS-Margined GHSTUSDT Perpetual Contract With up to 75x Leverage,5525973324074b1bb539bbf44ced52af,https://www.binance.com/en/support/announcement/5525973324074b1bb539bbf44ced52af,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined GHSTUSDT Perpetual Contract With up to 75x Leverage,
FIOUSDT,2024-09-20 09:30:12 UTC,,Binance Futures Will Launch USDS-Margined FIOUSDT Perpetual Contract With up to 75x Leverage,6313150ba4994a3db95d7685931e81be,https://www.binance.com/en/support/announcement/6313150ba4994a3db95d7685931e81be,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined FIOUSDT Perpetual Contract With up to 75x Leverage,
CATIUSDT,2024-09-16 10:30:02 UTC,,Binance Futures Will Launch USDS-Margined CATIUSDT and HMSTRUSDT Perpetual Contracts With up to 75x Leverage,cc509cb14e244c4b9be2cea3b0998bcd,https://www.binance.com/en/support/announcement/cc509cb14e244c4b9be2cea3b0998bcd,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined CATIUSDT and HMSTRUSDT Perpetual Contracts With up to 75x Leverage,
HMSTRUSDT,2024-09-16 10:30:02 UTC,,Binance Futures Will Launch USDS-Margined CATIUSDT and HMSTRUSDT Perpetual Contracts With up to 75x Leverage,cc509cb14e244c4b9be2cea3b0998bcd,https://www.binance.com/en/support/announcement/cc509cb14e244c4b9be2cea3b0998bcd,48,New Cryptocurrency Listing,symbol_only_no_effective_ts,Binance Futures Will Launch USDS-Margined CATIUSDT and HMSTRUSDT Perpetual Contracts With up to 75x Leverage,
